1544,669,646,552,575,506,529,693,
1528,678,655,561,584,515,538,702,
1528,678,655,561,584,515,538,702,
1528,678,655,561,584,515,538,702,
1528,678,655,561,584,515,538,702,
2500,810,669,575,575,528,552,716,
2500,819,678,584,584,538,561,725,
2500,819,678,584,584,538,561,725,
2500,819,678,584,584,538,561,725,
2500,819,678,584,584,538,561,725,
1636,1636,669,575,575,528,552,716,
1621,1621,678,584,607,538,561,725,
1621,1621,678,584,607,538,561,725,
1621,1621,678,584,607,538,561,725,
1621,1621,678,584,584,538,561,725,
809,2500,833,598,598,528,552,715,
818,2500,842,607,607,538,561,724,
818,2500,842,607,607,538,561,724,
818,2500,842,607,607,538,561,724,
818,2500,842,607,607,538,561,724,
809,2500,833,598,598,528,552,715,
818,2500,842,607,607,538,561,724,
818,2500,842,607,607,538,561,724,
818,2500,842,607,607,538,561,724,
818,2500,842,607,607,538,561,724,
786,2500,833,575,598,528,552,715,
795,2500,842,584,607,538,561,724,
795,2500,842,584,607,538,561,724,
795,2500,842,584,607,538,561,724,
795,2500,842,584,607,538,561,724,
786,2500,833,575,598,528,552,715,
795,2500,842,584,607,538,561,724,
795,2500,842,584,607,538,561,724,
795,2500,842,584,607,538,561,724,
795,2500,842,584,607,538,561,724,
786,2500,833,575,575,528,552,715,
795,2500,842,584,584,538,561,724,
795,2500,842,584,584,538,561,724,
795,2500,842,584,584,538,561,724,
795,2500,842,584,584,538,561,724,
786,2500,833,575,575,528,552,715,
795,2500,842,584,607,538,561,724,
795,2500,842,584,584,538,561,724,
795,2500,842,584,584,538,561,724,
795,2500,842,584,607,538,561,724,
786,2500,833,575,575,528,552,715,
795,2500,842,584,584,538,561,724,
795,2500,842,584,584,538,561,724,
795,2500,842,584,607,538,561,724,
795,2500,842,584,607,538,561,724,
786,2500,833,575,598,528,552,715,
795,2500,842,584,607,538,561,724,
795,2500,842,584,607,538,561,724,
795,2500,842,584,584,538,561,724,
795,2500,842,584,584,538,561,724,
