1473,691,691,620,620,597,597,762,
1457,700,700,630,630,606,606,771,
1457,700,700,630,653,606,606,771,
1457,700,700,630,630,606,606,771,
1457,700,700,630,630,606,606,771,
2500,691,714,620,644,597,597,762,
2500,700,723,630,653,606,606,794,
2500,700,723,630,653,606,606,794,
2500,700,723,630,653,606,606,771,
2500,700,723,630,653,606,606,794,
785,714,691,620,644,597,597,785,
795,723,700,630,653,606,606,771,
795,723,700,630,653,606,606,771,
795,723,700,630,653,606,606,771,
795,723,700,630,653,606,606,771,
786,714,691,620,644,597,597,762,
795,723,700,630,653,606,606,771,
795,723,700,630,653,606,606,771,
795,723,700,630,653,606,606,771,
795,723,700,630,653,606,606,771,
786,714,691,620,644,597,597,762,
795,723,700,630,653,606,606,771,
795,723,700,630,653,606,606,771,
795,723,700,630,653,606,606,771,
795,723,700,630,653,606,606,771,
786,714,691,620,644,597,597,762,
795,723,700,630,653,606,606,771,
795,723,700,630,653,606,606,771,
795,723,700,630,653,606,606,771,
795,723,700,630,653,606,606,771,
786,714,691,620,644,597,597,762,
795,723,700,630,653,606,606,771,
795,723,700,630,653,606,606,771,
795,723,700,630,653,606,606,771,
795,723,700,630,653,606,606,771,
786,714,691,620,644,597,597,762,
795,723,700,630,653,606,606,771,
795,723,700,630,653,606,606,771,
795,723,700,630,653,606,606,771,
795,723,700,630,653,606,606,771,
786,714,691,620,644,597,597,762,
795,723,700,630,653,606,606,771,
795,723,700,630,653,606,606,771,
795,723,700,630,653,606,606,771,
795,723,700,630,653,606,606,771,
786,714,691,620,644,597,597,762,
795,723,700,630,653,606,606,771,
795,723,700,630,653,606,606,771,
795,723,700,630,653,606,606,771,
795,723,700,630,653,606,606,771,
786,714,691,620,644,597,597,762,
795,723,700,630,653,606,606,771,
795,723,700,630,653,606,606,771,
795,723,700,630,653,606,606,771,
795,723,700,630,653,606,606,771,
